Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev
1.32,1.309,0.413,1033.6,404.6,0.941,1.12533,0.00038
2.36,1.142,0.287,348.1,303.8,1.002,1.30439,0.00039
7.11,1.117,0.328,1365.4,593.5,0.678,1.47233,0.0004
3.7,1.667,0.636,519.1,393.4,0.95,1.36076,0.00042
4.6,1.85,0.249,1400.3,458.6,0.89,1.20362,0.00037
6.54,1.369,0.221,1459.1,537.2,0.79,1.48404,0.00037
8.75,1.907,0.82,1556.7,355.5,0.977,1.34021,0.00039
5.7,1.28,0.369,746.9,564.4,0.743,1.4985,0.00036
3.7,1.808,0.273,1050.1,504.3,0.837,1.22384,0.00042
8.0,1.098,0.451,1098.8,538.4,0.788,1.25301,0.00041
4.23,1.896,0.555,322.1,303.7,1.002,1.50411,0.00036
3.55,1.694,0.235,1273.0,567.7,0.737,1.18813,0.00036
3.91,1.878,0.751,1107.8,364.8,0.971,1.32419,0.00038
5.54,1.438,0.462,1249.2,530.0,0.801,1.4569,0.00045
5.46,1.516,0.38,1259.3,518.4,0.818,1.52742,0.00035
1.65,1.09,0.223,546.7,377.4,0.962,1.05772,0.00037
1.03,1.122,0.427,938.9,429.3,0.919,0.98584,0.00038
2.31,1.061,0.202,358.1,332.6,0.99,1.15945,0.00039
6.07,1.783,0.735,1576.9,555.1,0.76,1.26571,0.00043
4.04,1.406,0.281,1026.8,508.7,0.831,1.41408,0.00033
3.49,1.72,0.777,853.6,430.6,0.918,1.11665,0.00038
2.81,1.751,0.794,397.6,361.5,0.973,1.11776,0.00048
4.24,1.507,0.2,1014.0,422.1,0.926,1.15827,0.00038
8.3,1.822,0.231,338.1,327.2,0.993,1.3494,0.00037
1.43,1.0,0.427,1183.0,452.0,0.897,0.91297,0.00042
1.09,1.514,0.667,1352.1,430.6,0.918,0.89038,0.00043
2.03,1.073,0.203,629.4,319.1,0.996,1.09105,0.00038
1.97,1.786,0.591,403.9,380.6,0.96,1.29238,0.00037
6.9,1.314,0.312,473.2,446.3,0.903,1.58743,0.00034
4.92,1.851,0.55,753.8,502.1,0.84,1.50787,0.00035
6.01,1.247,0.29,904.1,328.8,0.992,1.54523,0.00032
6.63,1.008,0.308,1084.1,523.2,0.811,1.47439,0.00036
3.33,1.842,0.317,1253.4,527.4,0.805,1.27472,0.00034
1.62,1.378,0.24,391.8,302.2,1.002,0.92412,0.00035
3.86,1.731,0.674,661.8,542.4,0.782,1.29884,0.00041
1.67,1.211,0.459,747.5,528.6,0.803,1.11197,0.0004
1.9,1.103,0.381,1307.0,546.1,0.776,1.16947,0.00039
8.3,1.451,0.246,1718.6,317.8,0.997,1.52023,0.00038
6.05,1.421,0.627,507.0,464.1,0.884,1.21814,0.00043
6.87,1.884,0.23,677.4,592.7,0.68,1.39014,0.00042
8.9,1.711,0.227,507.7,491.2,0.853,1.4641,0.00036
1.25,1.433,0.421,1112.0,439.2,0.91,1.09838,0.00039
4.08,1.236,0.394,1722.9,463.0,0.886,1.40289,0.00035
2.49,1.578,0.711,1370.9,355.5,0.977,1.04713,0.00041
4.27,1.869,0.749,1404.8,507.6,0.832,1.2856,0.00042
7.89,1.68,0.566,1031.2,424.9,0.923,1.52267,0.00035
5.52,1.049,0.241,639.0,339.6,0.986,1.52673,0.00036
6.32,1.349,0.33,723.3,374.3,0.964,1.56546,0.00036
7.85,1.232,0.327,690.1,518.9,0.817,1.58054,0.00035
5.21,1.952,0.772,461.1,406.1,0.94,1.39798,0.00044
3.38,1.766,0.737,610.5,393.9,0.95,1.25766,0.00043
5.87,1.872,0.415,1204.5,439.1,0.91,1.53353,0.00037
4.94,1.696,0.531,1538.0,519.8,0.816,1.46361,0.00033
6.04,1.965,0.353,1086.1,506.7,0.834,1.48921,0.00036
3.75,1.573,0.342,950.8,489.6,0.855,1.41723,0.00038
4.92,1.516,0.366,1100.0,561.4,0.749,1.50657,0.0004
6.57,1.602,0.551,1064.1,387.8,0.954,1.49119,0.00041
6.92,1.415,0.629,1548.5,535.6,0.792,1.1629,0.0004
5.4,1.024,0.291,1081.4,573.9,0.724,1.46027,0.00037
4.47,1.22,0.536,707.6,332.2,0.99,1.16507,0.00045
2.55,1.328,0.582,1255.0,304.7,1.002,1.07891,0.00041
1.7,1.357,0.242,1501.1,596.8,0.669,1.05481,0.00038
1.92,1.174,0.492,1351.6,315.4,0.998,1.06573,0.00045
7.87,1.32,0.237,496.8,328.6,0.992,1.54917,0.00037
3.06,1.774,0.347,393.7,372.4,0.966,1.28134,0.00036
7.56,1.101,0.324,1255.3,379.0,0.961,1.54172,0.00042
8.11,1.589,0.475,1080.6,384.9,0.957,1.57665,0.00038
4.44,1.302,0.3,694.9,545.8,0.776,1.48308,0.00041
4.67,1.747,0.599,1181.6,384.2,0.957,1.45152,0.00042
6.52,1.407,0.494,1172.6,515.7,0.822,1.42657,0.00041
2.63,1.965,0.703,1453.0,525.3,0.808,1.2947,0.00036
2.84,1.577,0.239,1642.9,388.1,0.954,1.06948,0.00039
4.64,1.615,0.45,997.5,458.8,0.89,1.49903,0.00036
7.72,1.128,0.227,1791.0,559.3,0.753,1.57183,0.00041
3.09,1.17,0.206,1691.2,315.8,0.998,1.20847,0.00042
2.08,1.703,0.354,1675.2,560.9,0.75,1.19769,0.00038
3.49,1.381,0.232,673.1,433.0,0.916,1.25764,0.00037
8.61,1.464,0.343,1281.3,581.5,0.707,1.59877,0.0004
7.58,1.023,0.305,834.3,365.8,0.97,1.54287,0.00036
2.39,1.28,0.437,1717.5,598.9,0.663,1.2084,0.00042
2.3,1.378,0.389,531.4,311.6,0.999,1.32234,0.00045
8.66,1.806,0.792,1764.3,306.5,1.001,1.30734,0.0004
3.98,1.686,0.688,1295.6,448.3,0.901,1.26503,0.00036
2.64,1.915,0.276,1401.1,581.0,0.709,1.09433,0.00042
6.64,1.185,0.226,1518.1,516.9,0.82,1.53509,0.00038
3.14,1.45,0.453,312.8,303.6,1.002,1.42169,0.00043
2.94,1.36,0.279,464.4,311.8,0.999,1.29342,0.00038
5.53,1.392,0.264,754.3,520.7,0.815,1.49912,0.00039
2.47,1.111,0.435,1109.7,400.2,0.945,1.18228,0.00042
8.94,1.805,0.737,658.6,432.8,0.916,1.40438,0.00044
5.67,1.912,0.815,1126.4,349.3,0.981,1.30594,0.00047
4.33,1.824,0.316,457.9,373.5,0.965,1.33642,0.00039
8.58,1.488,0.556,1133.6,415.6,0.932,1.44459,0.00042
4.54,1.207,0.511,1056.4,467.8,0.88,1.17776,0.00048
4.53,1.161,0.208,819.2,550.8,0.768,1.42342,0.0004
5.16,1.137,0.21,931.5,378.2,0.962,1.44134,0.00041
8.55,1.192,0.255,408.4,333.2,0.99,1.61676,0.00039
8.0,1.965,0.718,666.9,323.3,0.994,1.51476,0.00042
5.39,1.06,0.458,533.1,340.9,0.985,1.19871,0.0004
5.02,1.36,0.339,1447.5,387.4,0.955,1.50539,0.00046
1.01,1.293,0.207,1125.5,489.9,0.855,0.6864,0.00025
6.02,1.495,0.491,625.6,494.4,0.849,1.48993,0.00038
7.23,1.147,0.48,376.7,372.9,0.965,1.30912,0.00039
2.27,1.684,0.646,502.9,324.8,0.994,1.27231,0.00048
1.43,1.527,0.502,1514.4,387.0,0.955,1.15319,0.00044
8.45,1.26,0.203,782.2,490.2,0.855,1.55069,0.00039
1.22,1.81,0.295,1075.0,525.0,0.808,0.79528,0.00031
3.79,1.946,0.4,1646.6,478.0,0.869,1.38766,0.00039
7.45,1.61,0.343,1186.7,446.5,0.903,1.58073,0.0004
2.11,1.928,0.477,959.8,517.6,0.819,1.26909,0.00039
3.8,1.352,0.426,333.1,324.7,0.994,1.45732,0.00035
2.28,1.023,0.397,1504.0,491.1,0.853,1.12183,0.00047
6.37,1.53,0.465,534.1,464.4,0.884,1.54346,0.00036
3.5,1.478,0.396,444.3,443.8,0.905,1.44461,0.00046
1.39,1.747,0.554,1645.8,553.9,0.762,1.13655,0.00037
6.32,1.777,0.201,797.8,546.1,0.776,1.26187,0.0004
3.17,1.027,0.265,1007.5,548.1,0.772,1.37958,0.0004
4.3,1.466,0.406,1774.4,443.0,0.906,1.46497,0.00039
7.84,1.938,0.23,1770.8,426.2,0.922,1.29756,0.00041
8.9,1.677,0.416,1765.7,385.0,0.957,1.61205,0.00038
8.86,1.717,0.642,1381.5,458.3,0.891,1.44835,0.00039
8.31,1.693,0.729,1655.1,311.8,0.999,1.31737,0.00043
2.7,1.682,0.404,1789.3,368.9,0.968,1.31641,0.00037
4.1,1.671,0.502,964.9,439.2,0.91,1.4671,0.0004
7.22,1.183,0.246,623.6,474.7,0.873,1.58067,0.00034
1.06,1.29,0.403,385.6,305.6,1.001,1.06103,0.00039
5.76,1.647,0.315,1561.0,355.5,0.977,1.46983,0.00041
5.69,1.452,0.272,771.8,597.5,0.667,1.5228,0.00036
3.02,1.245,0.466,425.3,363.4,0.972,1.31434,0.00038
4.61,1.928,0.578,1527.2,498.7,0.844,1.47999,0.00037
1.16,1.212,0.515,1640.6,429.8,0.919,0.9096,0.00035
1.02,1.588,0.319,976.2,540.9,0.784,0.86599,0.00035
4.56,1.266,0.358,1087.5,436.9,0.912,1.47972,0.00042
4.21,1.236,0.287,446.7,323.7,0.994,1.46453,0.0004
2.13,1.132,0.375,1037.8,505.3,0.836,1.24218,0.00035
8.68,1.146,0.502,965.6,356.4,0.976,1.25003,0.00038
5.37,1.022,0.212,1455.4,423.8,0.924,1.48821,0.00034
2.16,1.573,0.437,1301.2,478.9,0.868,1.28803,0.00034
2.51,1.827,0.494,444.3,371.6,0.966,1.35005,0.00043
1.61,1.012,0.328,1689.8,446.2,0.903,1.15135,0.0004
7.62,1.144,0.456,1267.1,391.4,0.952,1.32951,0.00038
8.77,1.163,0.26,410.9,375.1,0.964,1.62624,0.00035
3.01,1.719,0.741,984.1,537.4,0.79,1.12204,0.00048
6.6,1.934,0.399,639.4,388.2,0.954,1.54268,0.00036
4.25,1.276,0.209,1027.9,519.2,0.817,1.34464,0.00041
6.58,1.158,0.344,473.1,397.2,0.947,1.54675,0.00038
8.93,1.377,0.463,370.9,363.8,0.972,1.55091,0.00036
7.62,1.097,0.358,357.3,350.4,0.98,1.5302,0.00042
5.88,1.333,0.507,1490.3,423.1,0.925,1.3606,0.00042
4.38,1.451,0.313,1085.0,391.9,0.951,1.44696,0.00039
7.0,1.933,0.225,517.7,451.0,0.898,1.26096,0.00043
2.26,1.012,0.404,1004.8,320.1,0.996,1.14206,0.00043
8.82,1.332,0.482,455.5,372.2,0.966,1.49314,0.00038
5.57,1.136,0.346,1474.6,310.8,1.0,1.49104,0.00037
3.17,1.458,0.348,1146.4,511.8,0.827,1.38762,0.00041
6.6,1.46,0.293,1511.4,471.4,0.876,1.54095,0.00041
6.29,1.535,0.53,883.9,492.9,0.851,1.46106,0.00041
5.42,1.924,0.539,1575.1,444.7,0.905,1.52709,0.0004
1.48,1.168,0.349,1168.3,303.4,1.002,1.15647,0.00038
5.7,1.042,0.241,1309.6,527.0,0.805,1.5179,0.0004
1.4,1.555,0.247,567.5,352.6,0.979,0.78605,0.00028
7.87,1.974,0.271,1139.5,568.9,0.734,1.47274,0.00038
3.96,1.764,0.507,818.2,396.0,0.948,1.47238,0.00038
4.09,1.14,0.273,930.3,442.8,0.906,1.45526,0.00041
4.17,1.494,0.25,1450.4,511.5,0.827,1.34065,0.00037
2.49,1.401,0.56,1787.2,302.8,1.002,1.19629,0.00043
5.09,1.196,0.236,978.3,304.2,1.002,1.45623,0.00043
4.42,1.34,0.441,750.8,519.3,0.817,1.42185,0.00041
4.1,1.8,0.362,1227.4,381.9,0.959,1.39124,0.0004
4.4,1.867,0.458,523.7,449.2,0.9,1.49467,0.00036
4.6,1.764,0.762,779.0,361.0,0.973,1.25782,0.00048
7.58,1.561,0.314,339.4,335.2,0.989,1.57542,0.00038
1.62,1.455,0.238,1364.2,410.9,0.936,0.88235,0.00031
6.41,1.188,0.248,1420.0,398.5,0.946,1.53572,0.00039
8.5,1.498,0.458,1116.7,483.4,0.863,1.55377,0.00037
1.7,1.916,0.828,1138.9,545.9,0.776,1.01607,0.00043
4.87,1.511,0.511,1673.8,423.8,0.924,1.43352,0.00039
8.71,1.712,0.588,1577.4,548.8,0.771,1.47202,0.00034
6.91,1.829,0.619,1727.6,473.7,0.874,1.48695,0.00036
3.75,1.724,0.545,1490.5,331.4,0.99,1.43717,0.00041
3.14,1.586,0.646,1180.3,412.4,0.935,1.23262,0.0004
8.22,1.984,0.734,1047.5,324.6,0.994,1.49784,0.00036
2.72,1.177,0.318,500.9,318.4,0.997,1.36538,0.00038
7.83,1.903,0.533,1164.0,589.0,0.689,1.55972,0.00035
6.05,1.823,0.263,558.3,532.7,0.797,1.40125,0.00038
5.36,1.85,0.361,428.4,306.9,1.001,1.46019,0.0004
5.96,1.931,0.643,1386.4,447.4,0.902,1.49466,0.00041
1.01,1.848,0.241,970.8,315.2,0.998,0.49726,0.00024
1.04,1.334,0.223,708.0,301.5,1.003,0.69072,0.00026
3.36,1.085,0.415,1797.9,340.5,0.986,1.24882,0.00041
4.94,1.016,0.432,880.2,481.9,0.864,1.14766,0.00041
5.29,1.821,0.269,435.0,314.7,0.998,1.29255,0.00036
4.65,1.646,0.605,659.6,358.6,0.975,1.4215,0.0004
3.93,1.386,0.517,687.0,354.3,0.978,1.36546,0.00042
3.73,1.421,0.363,1329.0,487.2,0.858,1.43684,0.00041
1.91,1.907,0.401,1421.3,597.3,0.667,1.19153,0.00038
2.59,1.397,0.504,1135.3,424.3,0.924,1.28411,0.00044
6.66,1.406,0.449,869.6,450.1,0.899,1.51343,0.00037
1.67,1.079,0.421,983.3,586.1,0.697,1.0244,0.00037
4.68,1.553,0.37,315.0,312.2,0.999,1.50274,0.00038
4.92,1.971,0.553,1296.6,473.9,0.874,1.51143,0.0004
5.55,1.953,0.399,1154.4,354.0,0.978,1.48237,0.00042
1.87,1.911,0.517,727.4,446.7,0.903,1.24627,0.00038
8.47,1.381,0.476,1445.6,505.2,0.836,1.46284,0.00042
1.13,1.1,0.392,1429.9,402.6,0.943,1.03253,0.0004
3.76,1.123,0.415,1046.4,331.0,0.991,1.32807,0.00039
7.53,1.365,0.603,1355.2,348.0,0.981,1.23484,0.0004
2.16,1.881,0.343,1048.8,522.5,0.812,1.12929,0.00039
3.1,1.576,0.671,1778.1,545.5,0.777,1.10125,0.00046
5.61,1.688,0.207,1361.5,443.1,0.906,1.21439,0.00037
6.57,1.32,0.272,1223.4,584.6,0.7,1.55543,0.00037
2.63,1.677,0.452,603.1,424.1,0.924,1.36138,0.00038
7.08,1.572,0.572,619.6,398.1,0.946,1.47338,0.00035
3.79,1.66,0.302,1148.4,470.5,0.877,1.33747,0.00039
8.09,1.347,0.572,403.2,375.6,0.963,1.33172,0.00036
7.27,1.332,0.379,1084.8,428.4,0.92,1.56014,0.00036
6.06,1.183,0.267,1328.8,410.4,0.936,1.53691,0.00038
1.8,1.108,0.359,1747.8,382.2,0.959,1.20066,0.00041
6.71,1.483,0.517,1015.2,487.3,0.858,1.45569,0.00034
2.13,1.748,0.724,1713.7,364.1,0.971,1.15086,0.00051
6.78,1.079,0.426,1485.5,586.6,0.695,1.22945,0.00038
2.91,1.79,0.759,391.8,318.6,0.996,1.2395,0.0004
3.87,1.309,0.327,1481.6,303.7,1.002,1.43765,0.00044
1.74,1.072,0.42,1376.6,538.1,0.789,1.04569,0.00042
6.57,1.67,0.673,895.0,337.0,0.988,1.38162,0.00041
6.92,1.495,0.463,486.4,439.8,0.909,1.55183,0.00033
1.32,1.575,0.249,991.6,551.5,0.766,0.82723,0.00032
2.64,1.738,0.428,1399.5,392.0,0.951,1.32386,0.00034
4.76,1.609,0.391,1640.4,300.7,1.003,1.48691,0.00043
6.2,1.664,0.289,905.4,453.5,0.896,1.47552,0.00036
5.26,1.679,0.268,1602.9,480.5,0.866,1.38242,0.00041
5.57,1.67,0.491,708.7,518.0,0.818,1.52384,0.00037
4.25,1.796,0.267,1434.1,333.9,0.989,1.20699,0.0004
4.73,1.942,0.702,608.3,330.9,0.991,1.45706,0.00048
1.39,1.504,0.665,1131.5,369.5,0.968,0.9602,0.0004
4.46,1.456,0.514,1305.0,314.7,0.998,1.4143,0.00042
6.07,1.552,0.54,438.8,305.3,1.001,1.50278,0.00041
1.33,1.872,0.56,524.3,474.8,0.873,1.14884,0.00037
4.69,1.628,0.686,977.4,373.5,0.965,1.27149,0.00046
7.14,1.348,0.494,501.4,336.3,0.988,1.46683,0.00041
3.7,1.337,0.219,1456.0,386.5,0.955,1.24638,0.00039
8.5,1.05,0.342,1354.5,359.6,0.974,1.50105,0.00039
6.84,1.864,0.379,518.9,515.4,0.822,1.5719,0.00035
7.64,1.786,0.648,1320.6,317.6,0.997,1.48784,0.00034
4.62,1.42,0.518,792.7,505.1,0.836,1.37097,0.0004
2.97,1.098,0.396,1482.1,372.1,0.966,1.28289,0.00046
4.05,1.792,0.609,1378.9,556.2,0.758,1.38654,0.0004
1.8,1.902,0.541,312.0,306.0,1.001,1.2499,0.00042
8.9,1.845,0.201,641.2,483.7,0.862,1.32259,0.00039
7.05,1.538,0.477,890.0,336.3,0.988,1.55348,0.00032
4.77,1.065,0.458,515.5,435.1,0.914,1.17164,0.00044
3.17,1.67,0.724,910.7,527.2,0.805,1.12468,0.00042
4.78,1.432,0.569,301.2,301.2,1.003,1.36781,0.00036
4.65,1.61,0.735,670.1,309.6,1.0,1.16411,0.0004
7.57,1.003,0.259,541.1,445.2,0.904,1.58188,0.0004
4.17,1.838,0.562,1662.0,579.6,0.712,1.42829,0.00038
2.62,1.375,0.597,435.9,415.4,0.932,1.12103,0.00041
4.75,1.304,0.509,452.8,420.2,0.928,1.34344,0.00042
7.56,1.458,0.546,584.9,345.8,0.983,1.45905,0.0004
1.49,1.209,0.441,1603.2,411.2,0.936,1.11318,0.00041
7.13,1.945,0.22,375.9,313.4,0.999,1.19453,0.00035
3.28,1.922,0.868,710.1,413.2,0.934,1.13785,0.00042
6.61,1.888,0.346,515.0,411.6,0.935,1.50703,0.00034
8.64,1.402,0.344,1219.5,496.1,0.847,1.6047,0.00045
2.96,1.694,0.368,903.4,307.2,1.001,1.31245,0.0004
4.21,1.528,0.56,1407.6,389.0,0.954,1.37494,0.00037
8.99,1.334,0.358,616.6,498.9,0.844,1.60501,0.00036
1.36,1.992,0.45,369.9,365.2,0.971,1.02645,0.00034
7.55,1.64,0.738,1315.8,334.7,0.989,1.24301,0.00041
8.75,1.242,0.546,693.6,554.6,0.761,1.2234,0.0004
4.52,1.53,0.249,449.0,340.4,0.986,1.31577,0.00036
7.5,1.711,0.759,763.3,554.1,0.762,1.22775,0.00042
3.83,1.723,0.744,1737.4,335.3,0.988,1.20148,0.0004
8.96,1.844,0.673,895.3,448.5,0.901,1.49237,0.00037
5.17,1.247,0.435,319.6,315.6,0.998,1.46297,0.00041
4.99,1.199,0.462,967.9,419.6,0.928,1.32683,0.0004
6.33,1.889,0.397,1473.1,463.6,0.885,1.53943,0.00034
6.33,1.341,0.517,552.6,505.9,0.835,1.36383,0.00043
6.82,1.644,0.607,1498.3,574.3,0.723,1.37212,0.00041
5.54,1.5,0.227,857.2,495.3,0.848,1.38619,0.00039
3.93,1.014,0.273,405.4,325.6,0.993,1.46383,0.00043
7.97,1.544,0.498,679.5,415.8,0.932,1.55094,0.00039
1.27,1.555,0.578,1526.4,391.5,0.952,1.08698,0.00041
7.44,1.837,0.482,843.8,519.2,0.817,1.59129,0.0004
8.17,1.35,0.525,1672.5,569.5,0.733,1.31647,0.0004
7.15,1.899,0.793,1115.3,511.4,0.827,1.31784,0.00038
7.4,1.215,0.357,970.2,314.4,0.998,1.56015,0.0004
1.51,1.01,0.324,1122.0,398.4,0.946,1.15085,0.00042
8.56,1.274,0.361,376.6,339.9,0.986,1.60805,0.0004
3.63,1.318,0.292,942.5,424.8,0.924,1.40404,0.00036
8.82,1.978,0.491,442.1,385.9,0.956,1.63286,0.00034
5.61,1.527,0.326,1071.5,345.0,0.983,1.50875,0.00043
1.14,1.081,0.31,1211.3,407.2,0.939,1.04351,0.00034
1.53,1.285,0.552,303.5,300.3,1.003,1.04657,0.00047
7.25,1.219,0.369,1388.0,407.1,0.939,1.52901,0.00042
2.34,1.752,0.344,584.3,441.7,0.908,1.18817,0.00028
1.28,1.069,0.405,1659.4,458.4,0.891,1.02084,0.00045
8.01,1.078,0.213,1303.4,360.5,0.974,1.57485,0.00036
8.24,1.216,0.45,333.0,321.9,0.995,1.47113,0.00043
2.76,1.712,0.21,1084.8,384.5,0.957,0.87979,0.00035
8.76,1.223,0.285,522.7,468.3,0.88,1.62366,0.00034
4.77,1.107,0.224,871.5,444.1,0.905,1.46127,0.00033
7.64,1.356,0.471,1537.2,434.4,0.915,1.46186,0.00036
7.08,1.536,0.202,507.2,369.0,0.968,1.34345,0.0004
2.54,1.654,0.292,1576.8,430.9,0.918,1.14113,0.00035
6.4,1.646,0.714,1042.2,594.4,0.675,1.1847,0.00041
8.33,1.7,0.622,421.9,365.4,0.971,1.5106,0.00042
6.32,1.807,0.747,1346.8,465.6,0.883,1.31645,0.0004
8.68,1.766,0.773,714.1,593.8,0.677,1.2538,0.00037
4.15,1.389,0.405,1303.4,527.4,0.805,1.44256,0.00041
5.84,1.677,0.583,1233.0,500.3,0.842,1.44509,0.00041
8.8,1.038,0.375,871.4,512.6,0.826,1.40555,0.00041
2.37,1.395,0.325,1052.0,363.3,0.972,1.26685,0.00043
3.63,1.487,0.645,1455.8,348.9,0.981,1.16527,0.00044
6.2,1.129,0.257,1778.3,307.8,1.001,1.53285,0.00035
6.77,1.639,0.325,1514.5,337.9,0.987,1.52563,0.00036
7.16,1.959,0.603,1387.1,400.3,0.945,1.55753,0.00037
1.38,1.557,0.251,823.7,357.7,0.976,0.78953,0.00034
2.85,1.07,0.346,957.9,335.1,0.989,1.34595,0.00038
6.86,1.401,0.316,327.1,301.3,1.003,1.5817,0.00042
8.87,1.906,0.641,1626.0,372.7,0.966,1.54332,0.00036
3.75,1.452,0.425,771.5,547.6,0.773,1.4334,0.0004
1.95,1.76,0.462,1067.2,504.4,0.837,1.25101,0.00043
2.54,1.011,0.207,1336.1,460.6,0.888,1.2421,0.00037
4.75,1.834,0.837,1348.9,529.7,0.801,1.1063,0.00039
1.71,1.388,0.325,411.4,355.9,0.977,1.14992,0.0004
1.66,1.595,0.327,431.8,431.6,0.917,1.06905,0.00041
2.61,1.315,0.47,336.3,331.1,0.991,1.32841,0.00049
5.05,1.639,0.51,1058.2,579.8,0.711,1.45555,0.00041
5.8,1.595,0.221,568.1,317.3,0.997,1.2916,0.0004
6.8,1.946,0.308,904.9,473.0,0.875,1.45598,0.00039
6.78,1.982,0.358,421.1,364.9,0.971,1.49631,0.00035
2.58,1.917,0.437,336.8,311.8,0.999,1.2926,0.00041
3.82,1.903,0.722,549.5,321.8,0.995,1.39333,0.0004
3.11,1.411,0.271,894.9,597.4,0.667,1.34296,0.00038
7.0,1.784,0.516,1646.5,462.9,0.886,1.55561,0.00042
3.11,1.408,0.36,1075.7,573.9,0.724,1.38997,0.00041
5.9,1.605,0.638,664.2,504.2,0.837,1.34445,0.00036
7.58,1.908,0.571,1186.5,433.2,0.916,1.57146,0.00043
7.54,1.822,0.322,436.1,417.7,0.93,1.53133,0.00038
3.07,1.369,0.271,362.5,314.9,0.998,1.29161,0.00039
7.54,1.471,0.268,1318.3,555.8,0.759,1.56543,0.00037
1.65,1.713,0.317,1272.9,372.9,0.965,0.97159,0.00034
6.68,1.707,0.717,879.6,375.1,0.964,1.33251,0.00041
3.02,1.678,0.305,790.4,438.7,0.91,1.24401,0.00045
1.63,1.429,0.395,1116.2,463.3,0.885,1.18655,0.00038
7.39,1.526,0.57,1085.4,341.3,0.985,1.44763,0.00039
5.75,1.177,0.353,528.6,437.5,0.912,1.51696,0.00038
5.7,1.392,0.375,479.7,334.3,0.989,1.55353,0.0004
4.86,1.458,0.222,396.6,308.2,1.0,1.29839,0.0004
7.52,1.019,0.338,1340.0,346.4,0.982,1.47629,0.00042
1.55,1.436,0.46,1361.1,543.8,0.779,1.16431,0.00034
6.77,1.841,0.81,728.6,417.1,0.93,1.28324,0.00045
6.07,1.408,0.629,1327.9,523.8,0.81,1.14173,0.00039
5.09,1.978,0.245,1427.8,388.0,0.954,1.14659,0.00041
5.4,1.424,0.541,1007.9,332.1,0.99,1.39066,0.00034
1.72,1.28,0.328,1316.6,501.6,0.84,1.18433,0.00038
4.36,1.586,0.354,494.2,333.9,0.989,1.46118,0.00037
8.22,1.72,0.548,1097.6,543.2,0.78,1.52503,0.00036
1.49,1.001,0.227,351.4,349.9,0.98,1.07549,0.00036
8.34,1.854,0.515,637.0,518.3,0.818,1.60207,0.00038
5.61,1.635,0.238,814.4,415.2,0.932,1.33386,0.00042
8.06,1.925,0.692,881.1,360.9,0.973,1.5139,0.00043
8.08,1.668,0.262,625.6,437.0,0.912,1.50492,0.00038
8.96,1.666,0.556,1776.3,398.9,0.946,1.52908,0.00035
5.08,1.366,0.403,1384.8,524.9,0.808,1.4739,0.00038
4.48,1.461,0.547,598.0,300.5,1.003,1.39831,0.00039
7.9,1.576,0.626,817.3,315.1,0.998,1.41487,0.00039
3.73,1.159,0.409,1140.6,332.5,0.99,1.36176,0.00043
8.56,1.791,0.573,854.2,424.5,0.924,1.56721,0.0004
6.21,1.944,0.437,632.7,525.4,0.808,1.56608,0.00039
4.63,1.121,0.486,1430.5,385.2,0.956,1.13522,0.0004
3.65,1.157,0.424,410.9,359.3,0.974,1.35554,0.00041
7.35,1.912,0.412,1247.4,477.0,0.87,1.5801,0.00038
8.51,1.566,0.302,1637.1,353.4,0.978,1.57272,0.00038
7.38,1.148,0.222,1254.6,334.8,0.989,1.54898,0.0004
3.89,1.768,0.475,937.8,301.5,1.003,1.46326,0.00037
4.96,1.707,0.735,1223.4,420.6,0.927,1.2364,0.00041
5.11,1.607,0.461,942.8,304.3,1.002,1.52174,0.00034
1.92,1.195,0.492,1723.2,498.0,0.845,1.03653,0.0005
3.64,1.516,0.242,493.5,464.3,0.884,1.2496,0.00038
7.28,1.551,0.602,736.5,463.9,0.885,1.39988,0.00037
2.46,1.851,0.23,300.7,300.3,1.003,0.82375,0.00034
1.44,1.789,0.505,639.8,437.1,0.912,1.16044,0.00041
3.71,1.459,0.394,424.1,362.3,0.973,1.46113,0.00041
7.91,1.695,0.58,1736.1,372.4,0.966,1.50891,0.00047
1.09,1.439,0.53,1443.8,502.1,0.84,1.01878,0.00041
3.87,1.318,0.499,950.9,370.7,0.967,1.33132,0.0004
7.09,1.454,0.535,981.5,345.7,0.983,1.45139,0.00039
3.18,1.807,0.564,987.0,386.4,0.956,1.41175,0.00035
3.29,1.988,0.543,1545.3,382.9,0.958,1.41413,0.00037
3.21,1.473,0.214,540.3,482.6,0.864,1.13647,0.00028
4.94,1.483,0.51,951.5,342.8,0.984,1.45459,0.00037
4.18,1.85,0.493,1042.7,435.6,0.913,1.48139,0.00041
5.62,1.821,0.584,1321.6,469.9,0.878,1.49594,0.00037
3.81,1.546,0.457,837.5,372.8,0.965,1.45683,0.0004
3.35,1.809,0.415,1163.8,337.2,0.987,1.37662,0.00041
7.84,1.601,0.5,771.2,448.7,0.901,1.55815,0.00039
8.62,1.066,0.356,975.7,378.6,0.961,1.49804,0.00045
1.92,1.967,0.283,571.3,352.1,0.979,0.83897,0.00032
4.87,1.96,0.561,320.6,319.7,0.996,1.53387,0.00041
5.8,1.977,0.699,1034.2,454.1,0.895,1.46827,0.00037
7.96,1.99,0.572,1418.8,559.2,0.753,1.56497,0.00038
1.67,1.362,0.465,1200.0,563.3,0.745,1.15958,0.00046
