,Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev,time_taken
336,5.89,1.749,0.395,1002.3,423.1,0.925,1.53684,0.0009,12.801555
337,6.93,1.511,0.318,1639.8,452.3,0.897,1.55361,0.00078,12.926915
338,2.27,1.676,0.576,1181.8,558.6,0.754,1.2598,0.00086,15.320017
339,5.05,1.971,0.376,1748.3,441.5,0.908,1.43485,0.00085,13.97501
340,4.36,1.534,0.443,884.6,510.3,0.829,1.46999,0.00087,13.715684
341,8.35,1.023,0.322,1021.9,491.6,0.853,1.49006,0.00076,15.63724
342,3.78,1.815,0.325,1439.4,511.7,0.827,1.33528,0.00085,15.393015
343,8.75,1.794,0.436,1009.3,317.1,0.997,1.61167,0.00084,11.161249
344,1.68,1.383,0.389,1152.2,546.7,0.775,1.20009,0.00088,17.04229
345,3.34,1.002,0.273,1222.9,586.7,0.695,1.36979,0.0009,18.053421
346,4.31,1.243,0.441,1156.6,412.2,0.935,1.37353,0.00079,16.17688
347,2.51,1.908,0.705,848.1,315.5,0.998,1.31416,0.00089,14.617445
348,8.55,1.121,0.392,803.1,457.2,0.892,1.45413,0.00089,15.698864
349,1.21,1.03,0.374,651.9,454.2,0.895,1.05414,0.00098,20.361757
350,5.2,1.811,0.385,880.8,361.4,0.973,1.48229,0.00093,13.226164
351,4.47,1.266,0.39,1134.1,492.3,0.852,1.43733,0.00086,14.970157
352,2.28,1.39,0.338,1233.8,543.2,0.78,1.28406,0.00086,16.267812
353,8.0,1.372,0.465,1088.8,401.0,0.944,1.49662,0.00089,13.605719
354,1.94,1.005,0.344,1682.2,327.8,0.992,1.20174,0.00106,18.098547
355,3.0,1.455,0.307,808.7,315.8,0.998,1.30711,0.0009,14.993111
356,1.92,1.911,0.689,463.9,500.4,0.842,1.24939,0.00101,15.045747
357,2.47,1.098,0.379,688.9,323.2,0.994,1.29715,0.0008,16.405007
358,6.4,1.147,0.426,1589.2,413.1,0.934,1.36382,0.00092,15.591957
359,6.72,1.941,0.746,1033.0,579.0,0.713,1.35768,0.00093,14.532343
360,5.21,1.503,0.583,1463.6,358.9,0.975,1.35159,0.00099,14.709066
361,2.69,1.012,0.216,1393.9,304.8,1.002,1.26558,0.00076,16.417469
362,4.21,1.937,0.224,1469.3,479.5,0.867,1.05323,0.00079,19.922422
363,4.99,1.283,0.316,759.5,417.2,0.93,1.50878,0.00092,14.579482
364,3.97,1.115,0.324,461.2,464.5,0.884,1.44867,0.00088,15.851379
365,6.35,1.632,0.346,860.8,473.8,0.874,1.54789,0.00074,12.973624
366,4.39,1.504,0.31,579.4,480.3,0.866,1.45138,0.0009,14.364435
367,1.06,1.522,0.501,400.6,565.7,0.74,1.06112,0.00081,17.891826
368,5.38,1.462,0.302,919.8,524.7,0.809,1.50822,0.00083,13.820387
369,8.97,1.224,0.393,1340.8,367.6,0.969,1.52399,0.00072,12.919221
370,5.31,1.47,0.428,333.5,526.9,0.806,1.51721,0.00076,13.612545
371,4.31,1.642,0.282,713.8,414.4,0.933,1.3386,0.0008,16.386782
372,6.04,1.643,0.261,940.3,377.5,0.962,1.39944,0.00088,14.189552
373,5.74,1.338,0.301,827.7,461.0,0.888,1.53307,0.00087,13.667875
374,5.08,1.191,0.463,883.6,489.9,0.855,1.29528,0.001,16.229731
375,7.92,1.014,0.306,945.8,409.6,0.937,1.52725,0.00091,14.478999
376,3.81,1.341,0.481,444.3,507.4,0.833,1.36049,0.00083,15.826041
377,5.14,1.88,0.298,846.8,379.7,0.961,1.33672,0.00088,14.327704
378,6.14,1.539,0.336,556.1,315.3,0.998,1.53874,0.00096,12.642503
379,5.04,1.539,0.32,1516.2,556.7,0.757,1.48841,0.00091,14.359151
380,6.46,1.474,0.25,1529.0,328.9,0.992,1.4481,0.00088,13.582257
381,1.03,1.795,0.744,1404.3,371.9,0.966,0.9789,0.00091,19.867372
382,4.19,1.771,0.646,1286.5,330.9,0.991,1.39858,0.00093,12.39758
383,6.31,1.768,0.297,1739.8,410.2,0.936,1.44193,0.0008,14.365125
384,2.3,1.74,0.464,1062.1,362.9,0.972,1.30113,0.00098,14.884123
385,8.08,1.48,0.228,1660.4,339.3,0.986,1.46693,0.00079,14.087624
386,3.56,1.81,0.253,465.9,467.9,0.88,1.1357,0.00076,18.399211
387,5.15,1.919,0.222,1158.4,339.4,0.986,1.08327,0.00089,16.438129
388,7.89,1.626,0.271,348.4,555.7,0.759,1.56182,0.00078,13.47799
389,6.2,1.489,0.459,1721.9,529.0,0.802,1.48069,0.00078,13.346104
390,3.72,1.971,0.366,1297.4,573.1,0.726,1.37334,0.00084,14.490431
391,7.02,1.649,0.482,1262.8,502.1,0.84,1.54195,0.0008,12.699391
392,7.89,1.127,0.349,1011.1,485.9,0.86,1.50718,0.0008,14.969661
393,7.09,1.684,0.222,818.1,598.5,0.664,1.45237,0.0009,15.335559
394,1.04,1.048,0.315,1660.7,473.1,0.875,1.0066,0.00081,20.381674
395,3.67,1.439,0.536,755.8,380.5,0.96,1.34882,0.001,14.792203
396,3.29,1.919,0.429,658.3,330.6,0.991,1.36234,0.00078,13.258714
397,7.73,1.885,0.656,342.2,403.2,0.942,1.53263,0.00082,11.689858
398,6.96,1.607,0.456,844.5,481.9,0.864,1.55935,0.00092,12.149107
399,3.02,1.424,0.432,757.1,583.9,0.702,1.36084,0.00081,15.306314
400,1.34,1.5,0.428,608.0,489.3,0.856,1.13568,0.00093,17.01714
401,8.52,1.417,0.467,1128.0,475.8,0.872,1.50508,0.00083,14.048929
402,7.58,1.59,0.482,768.3,486.6,0.859,1.55156,0.00084,12.683908
403,1.56,1.148,0.441,960.7,319.4,0.996,1.11648,0.00106,17.735138
404,3.4,1.27,0.487,1022.3,530.7,0.8,1.23938,0.00094,17.156381
405,8.25,1.587,0.306,372.5,550.0,0.769,1.60472,0.00074,12.848549
406,7.08,1.351,0.505,1615.4,328.9,0.992,1.40938,0.00092,14.356129
407,7.05,1.679,0.683,1024.0,317.1,0.997,1.37234,0.00077,13.751353
408,1.87,1.83,0.755,1142.8,392.0,0.951,1.14089,0.00089,19.460987
409,1.97,1.34,0.26,1468.8,427.6,0.921,1.09738,0.0008,21.095828
410,1.33,1.467,0.598,985.7,571.7,0.729,0.98375,0.00091,19.466739
411,6.78,1.032,0.337,641.0,355.2,0.977,1.48986,0.00092,13.629686
412,7.11,1.531,0.383,1031.6,548.9,0.771,1.56885,0.00079,11.863629
413,7.41,1.424,0.312,1691.8,575.8,0.72,1.56978,0.00085,12.276415
414,4.97,1.674,0.234,627.7,355.5,0.977,1.24073,0.00094,14.300449
415,3.2,1.997,0.206,1288.6,597.2,0.668,0.94243,0.00077,19.995437
416,6.75,1.95,0.249,1139.8,595.9,0.671,1.40705,0.00085,14.160282
417,1.99,1.757,0.362,1101.3,575.5,0.721,1.19024,0.00083,15.733706
418,6.35,1.905,0.539,1107.4,410.4,0.936,1.5551,0.00092,10.715989
419,8.55,1.24,0.401,568.3,413.8,0.933,1.53257,0.00089,12.210239
420,6.87,1.543,0.446,445.1,473.8,0.874,1.56414,0.00081,12.145254
421,2.36,1.866,0.451,1789.6,464.8,0.884,1.28125,0.00093,14.181708
422,7.58,1.512,0.531,1182.9,381.7,0.959,1.47918,0.00101,11.535792
423,7.38,1.194,0.344,331.1,332.3,0.99,1.57676,0.00084,11.940652
424,1.42,1.35,0.332,505.4,528.2,0.804,1.11793,0.00075,17.294233
425,2.01,1.555,0.26,302.5,417.2,0.93,1.01067,0.00073,17.59347
426,8.67,1.933,0.669,1140.4,317.8,0.997,1.53408,0.00085,10.314766
427,8.62,1.346,0.461,323.8,551.8,0.766,1.48089,0.00085,12.736424
428,5.71,1.934,0.644,342.8,599.4,0.661,1.45995,0.00084,11.7084
429,2.27,1.727,0.574,1141.9,404.1,0.942,1.30641,0.00086,13.004971
430,2.25,1.271,0.423,1381.9,559.6,0.752,1.23765,0.00091,15.710184
431,5.21,1.477,0.55,377.7,447.9,0.901,1.4086,0.00093,14.299628
432,3.05,1.588,0.566,1774.6,349.5,0.981,1.33291,0.0009,13.952492
433,7.64,1.43,0.241,748.0,464.9,0.884,1.5271,0.00088,13.576891
434,8.6,1.602,0.371,1025.3,486.4,0.859,1.60938,0.00092,11.71898
435,7.11,1.071,0.218,343.8,563.8,0.744,1.58065,0.00088,14.219734
436,6.39,1.452,0.305,1671.3,591.3,0.684,1.54212,0.00077,12.857911
437,2.59,1.387,0.513,1659.3,402.8,0.943,1.25579,0.00095,14.623177
438,7.78,1.261,0.433,1462.2,358.1,0.975,1.47551,0.00091,12.884758
439,8.62,1.847,0.53,1656.3,338.6,0.987,1.5871,0.00083,10.546545
440,6.72,1.197,0.267,1407.8,427.6,0.921,1.55313,0.00078,13.285298
441,7.59,1.22,0.38,666.6,506.3,0.834,1.51339,0.00087,13.444583
442,1.74,1.836,0.57,1652.0,316.7,0.997,1.22561,0.00085,13.27152
443,5.66,1.585,0.575,730.0,523.5,0.811,1.40575,0.00086,13.453177
444,8.47,1.646,0.217,1155.9,581.7,0.707,1.4904,0.00082,14.217026
445,6.62,1.177,0.353,478.5,458.9,0.89,1.52978,0.00091,13.624443
446,5.06,1.956,0.315,883.5,453.0,0.896,1.36029,0.00095,14.106041
447,7.43,1.849,0.439,337.2,448.6,0.901,1.6014,0.00079,11.238649
448,6.99,1.251,0.309,1392.5,544.2,0.779,1.55191,0.00089,12.55119
449,5.77,1.553,0.513,678.5,458.9,0.89,1.48663,0.00085,12.359408
450,2.43,1.57,0.361,799.4,446.4,0.903,1.28258,0.00089,16.684809
451,4.81,1.316,0.465,1091.7,547.2,0.774,1.35839,0.0009,15.0231
452,1.24,1.329,0.427,779.7,348.2,0.981,1.11476,0.00087,18.874846
453,8.91,1.409,0.541,1595.6,480.8,0.866,1.3817,0.00085,15.133909
454,4.36,1.804,0.214,1135.1,336.3,0.988,1.03767,0.00078,17.621895
455,6.72,1.613,0.251,1648.0,375.9,0.963,1.41816,0.00098,14.270731
456,8.14,1.444,0.594,1206.6,591.9,0.682,1.26026,0.00083,15.798238
457,3.41,1.863,0.537,941.6,584.5,0.7,1.41426,0.0007,13.683696
458,8.42,1.588,0.524,1375.6,548.4,0.772,1.48371,0.0009,12.715102
459,7.32,1.922,0.32,307.6,321.2,0.995,1.46887,0.00093,12.482463
460,7.33,1.16,0.442,767.2,548.2,0.772,1.33514,0.00093,16.919164
461,1.75,1.8,0.326,315.4,397.4,0.947,0.99724,0.00075,18.167568
462,4.75,1.328,0.473,1663.5,594.8,0.674,1.30413,0.00092,15.952258
463,4.25,1.249,0.255,920.7,336.6,0.988,1.41361,0.00089,14.646695
464,3.78,1.097,0.308,1327.5,571.8,0.728,1.398,0.0009,15.965867
465,2.36,1.971,0.666,844.7,384.8,0.957,1.32917,0.00097,14.007518
466,2.61,1.138,0.455,467.0,371.5,0.966,1.20433,0.00088,19.010444
467,3.63,1.062,0.26,346.8,312.2,0.999,1.435,0.00085,15.071759
468,2.58,1.186,0.334,627.1,470.0,0.878,1.34206,0.0009,16.014164
469,5.05,1.513,0.254,1252.8,445.0,0.904,1.38896,0.00084,14.96121
470,7.91,1.863,0.352,1472.0,576.5,0.718,1.58139,0.00083,12.449855
471,6.25,1.98,0.72,756.9,398.9,0.946,1.47137,0.00082,12.26475
472,4.59,1.372,0.337,1776.0,546.4,0.775,1.47173,0.00089,14.225897
473,2.35,1.836,0.718,600.8,532.4,0.797,1.21831,0.00095,14.182891
474,8.68,1.914,0.563,766.9,449.1,0.9,1.59472,0.00081,11.66819
475,3.11,1.638,0.515,1293.3,598.5,0.664,1.34168,0.00088,14.256124
476,8.54,1.07,0.366,824.3,452.4,0.897,1.46505,0.00086,15.717093
477,5.73,1.589,0.437,1586.5,418.7,0.929,1.52674,0.00089,12.713708
478,1.81,1.864,0.33,1752.7,461.3,0.887,1.00011,0.00079,20.218627
479,6.11,1.585,0.588,321.9,353.9,0.978,1.46128,0.00093,13.120512
480,1.57,1.67,0.413,946.3,546.5,0.775,1.16039,0.00081,16.67061
481,7.67,1.576,0.568,1725.8,587.2,0.694,1.37713,0.00082,13.916663
482,8.91,1.683,0.495,1437.9,313.2,0.999,1.58734,0.00088,10.872109
483,7.09,1.506,0.357,1042.2,420.0,0.928,1.57757,0.00084,12.398362
484,7.38,1.562,0.352,925.5,456.0,0.893,1.58486,0.00084,12.363482
485,8.27,1.708,0.469,1021.2,504.0,0.837,1.58645,0.00092,12.165597
486,5.68,1.175,0.229,351.8,548.8,0.771,1.52315,0.0007,15.047771
487,7.7,1.908,0.76,555.9,533.7,0.795,1.38331,0.00092,12.994056
488,2.78,1.731,0.713,1452.2,331.2,0.991,1.2174,0.00103,14.203137
489,1.27,1.98,0.346,713.6,362.5,0.972,0.81114,0.00067,18.750747
490,2.72,1.296,0.343,1774.2,528.9,0.803,1.33507,0.00083,15.714821
491,5.84,1.059,0.366,897.2,488.4,0.857,1.403,0.00089,15.049178
492,8.0,1.505,0.494,1452.5,468.8,0.879,1.50149,0.00085,12.460567
493,4.33,1.44,0.269,1176.0,505.5,0.835,1.40619,0.00083,15.297187
494,5.55,1.497,0.426,1521.5,441.0,0.908,1.51187,0.00097,13.116804
495,7.27,1.628,0.561,651.0,318.3,0.997,1.51795,0.00094,11.869615
496,3.13,1.578,0.646,1300.2,443.8,0.905,1.21118,0.001,15.42065
497,4.19,1.929,0.649,549.7,307.3,1.001,1.46739,0.00085,12.073413
498,1.67,1.438,0.259,1251.1,470.2,0.878,0.98875,0.00077,19.584695
499,1.01,1.619,0.431,466.8,353.0,0.978,0.98787,0.00079,16.912613
500,5.09,1.709,0.437,1407.8,329.7,0.991,1.50886,0.00093,11.705715
501,3.42,1.796,0.285,1322.4,319.9,0.996,1.16199,0.00086,15.051657
502,1.77,1.438,0.372,1090.7,527.1,0.805,1.20746,0.00093,17.75106
503,3.43,1.389,0.513,1416.7,499.4,0.843,1.29087,0.0009,15.571681
504,7.13,1.858,0.542,888.8,454.7,0.894,1.56659,0.00073,11.378016
505,5.04,1.848,0.304,686.3,351.4,0.979,1.3479,0.00082,13.933668
506,1.67,1.894,0.695,1786.6,341.6,0.985,1.1886,0.00087,14.387175
507,5.05,1.398,0.406,1440.0,503.9,0.837,1.47864,0.00066,13.797317
508,3.75,1.611,0.403,1213.8,593.7,0.677,1.43741,0.00081,14.598636
509,8.72,1.122,0.37,1367.5,432.4,0.916,1.48459,0.00086,14.426016
510,6.46,1.013,0.233,1185.1,423.9,0.924,1.54433,0.00082,14.477708
511,4.15,1.123,0.41,1244.7,528.6,0.803,1.29192,0.00089,16.733839
512,6.01,1.33,0.498,1781.8,551.8,0.766,1.31816,0.00092,15.658934
513,7.85,1.914,0.543,517.5,371.1,0.967,1.60136,0.00081,11.317149
514,7.71,1.794,0.381,355.2,331.5,0.99,1.58156,0.00079,12.001602
515,1.84,1.077,0.36,544.4,304.5,1.002,1.23485,0.00079,16.831219
516,2.37,1.027,0.238,410.7,356.4,0.976,1.27623,0.00087,17.240514
517,3.1,1.412,0.459,556.3,527.1,0.805,1.36759,0.00103,15.16403
518,6.27,1.889,0.672,935.3,501.7,0.84,1.45335,0.00098,12.307136
519,2.27,1.817,0.677,1668.8,567.6,0.737,1.20061,0.00092,15.250853
520,3.26,1.265,0.267,771.7,396.8,0.947,1.34946,0.00093,15.970511
521,6.48,1.169,0.386,1386.2,484.7,0.861,1.44307,0.00087,14.33814
522,8.97,1.246,0.37,1382.0,492.8,0.851,1.53864,0.00088,12.94371
523,4.97,1.828,0.318,1670.0,592.3,0.681,1.44845,0.00081,14.933211
524,4.3,1.795,0.407,1169.9,340.2,0.986,1.44575,0.00084,12.675139
525,5.62,1.149,0.403,433.0,578.0,0.715,1.37566,0.001,16.52266
526,7.39,1.489,0.496,1677.7,545.3,0.777,1.45286,0.00084,13.451207
527,1.91,1.585,0.308,1149.1,473.7,0.874,1.09891,0.0007,17.938525
528,7.53,1.781,0.373,759.2,568.0,0.736,1.5932,0.0008,12.818278
529,1.99,1.439,0.315,1674.6,494.1,0.85,1.1823,0.00084,17.42424
530,7.48,1.437,0.46,822.1,350.1,0.98,1.53819,0.00101,12.350093
531,4.03,1.946,0.649,1134.1,558.8,0.753,1.40346,0.00092,12.804792
532,1.5,1.671,0.548,371.5,598.2,0.665,1.17499,0.00083,16.416644
533,6.91,1.527,0.283,788.6,402.8,0.943,1.52299,0.00094,13.085488
534,6.19,1.825,0.421,898.4,310.8,1.0,1.54353,0.0009,11.137147
535,5.6,1.079,0.405,654.1,447.4,0.902,1.35093,0.00096,16.95509
536,6.26,1.981,0.645,645.9,508.0,0.832,1.51315,0.00086,11.807708
537,3.4,1.499,0.307,1696.4,594.4,0.675,1.38056,0.0008,16.238475
538,7.99,1.449,0.566,1704.3,531.2,0.799,1.33577,0.00085,15.173994
539,6.94,1.077,0.329,773.5,473.9,0.874,1.50655,0.00077,14.880876
540,5.31,1.016,0.204,1315.5,349.3,0.981,1.46993,0.00083,14.516089
541,3.09,1.526,0.32,739.9,564.6,0.743,1.36198,0.0009,16.426125
542,6.32,1.164,0.435,1466.1,483.1,0.863,1.34379,0.00088,17.067357
543,4.5,1.094,0.351,1717.7,562.0,0.748,1.36568,0.00084,17.491095
544,3.39,1.844,0.56,1434.2,470.1,0.878,1.41234,0.00087,13.537578
545,4.62,1.033,0.308,1584.5,331.6,0.99,1.44868,0.0009,15.147344
546,2.64,1.64,0.563,1253.2,468.2,0.88,1.31616,0.00094,14.067012
547,4.54,1.986,0.245,447.6,490.1,0.855,1.14972,0.00089,17.911593
548,8.57,1.69,0.517,511.6,411.1,0.936,1.58593,0.00082,11.725103
549,1.35,1.803,0.487,525.4,452.8,0.896,1.12385,0.00094,16.575175
550,7.12,1.392,0.203,548.9,313.1,0.999,1.40723,0.00086,14.055126
551,6.36,1.277,0.488,1460.9,592.7,0.68,1.27649,0.0008,16.299079
552,2.4,1.144,0.331,715.3,369.3,0.968,1.32279,0.00086,16.158634
553,2.62,1.569,0.595,1117.6,563.5,0.745,1.21325,0.00103,16.384893
554,1.43,1.624,0.278,1717.1,499.3,0.843,0.88824,0.00081,21.571959
555,2.55,1.864,0.396,599.8,372.7,0.966,1.2521,0.0009,14.633872
556,3.05,1.45,0.421,619.4,490.8,0.854,1.39775,0.00089,14.302487
557,7.28,1.433,0.301,906.6,485.9,0.86,1.57626,0.0008,13.278489
558,6.28,1.427,0.532,381.9,344.3,0.984,1.44526,0.0009,13.806905
559,7.37,1.995,0.579,1418.0,550.9,0.767,1.54632,0.00087,12.377737
560,3.41,1.35,0.399,642.8,335.9,0.988,1.42792,0.00088,13.967483
561,3.57,1.455,0.362,414.5,419.0,0.929,1.43838,0.0009,14.615342
562,3.52,1.283,0.404,1528.3,551.1,0.767,1.36194,0.001,16.505114
563,1.15,1.159,0.312,1233.3,521.4,0.814,1.0399,0.00081,20.056873
564,5.99,1.914,0.731,1454.8,321.5,0.995,1.41975,0.00084,12.40803
565,4.91,1.56,0.375,414.9,430.8,0.918,1.51607,0.00071,13.54386
566,7.77,1.758,0.717,1171.2,517.4,0.819,1.3336,0.00093,14.435944
567,2.25,1.477,0.456,648.4,327.2,0.993,1.31782,0.00089,14.598274
568,8.55,1.778,0.529,444.0,590.6,0.685,1.55467,0.00093,12.448103
569,3.88,1.014,0.387,1355.3,420.2,0.928,1.25713,0.00101,18.113791
570,4.92,1.349,0.434,779.4,510.3,0.829,1.4471,0.00088,15.235792
571,6.22,1.465,0.477,609.7,309.3,1.0,1.51873,0.00083,12.361406
572,2.7,1.28,0.332,399.1,463.4,0.885,1.3618,0.00085,15.958687
573,8.48,1.644,0.324,1293.6,551.1,0.767,1.5972,0.00083,12.166798
574,4.19,1.534,0.337,657.3,371.8,0.966,1.44115,0.00089,14.461946
575,3.63,1.584,0.542,386.4,554.6,0.761,1.3808,0.00095,15.187476
576,7.39,1.565,0.239,1709.0,415.4,0.932,1.4492,0.00079,16.197705
577,5.01,1.715,0.665,368.3,573.2,0.725,1.33274,0.00093,15.71257
578,3.87,1.731,0.712,995.4,530.4,0.8,1.2278,0.00103,17.074568
579,6.59,1.79,0.69,840.1,328.7,0.992,1.43059,0.00093,14.147738
580,4.54,1.368,0.559,1501.5,514.7,0.823,1.21557,0.00096,17.823306
581,7.08,1.89,0.678,416.4,482.3,0.864,1.48669,0.00085,15.020285
582,8.25,1.953,0.797,689.9,584.1,0.701,1.33495,0.00099,15.9845
583,7.43,1.722,0.25,1440.2,513.0,0.825,1.4559,0.00089,15.651741
584,8.15,1.682,0.329,445.4,449.2,0.9,1.58858,0.00075,13.924086
585,5.86,1.273,0.505,421.2,460.5,0.888,1.33525,0.00096,17.519164
586,6.89,1.987,0.281,375.8,472.4,0.875,1.39891,0.00081,15.137738
587,5.29,1.815,0.671,1256.2,576.4,0.719,1.35049,0.00086,14.096423
588,6.72,1.456,0.547,1395.7,381.0,0.96,1.40599,0.00081,13.764515
589,3.42,1.524,0.48,1749.3,529.8,0.801,1.37697,0.0009,15.166415
590,1.01,1.981,0.388,748.3,323.3,0.994,0.78693,0.00058,18.884277
591,8.59,1.011,0.35,1243.4,422.5,0.926,1.44262,0.00089,16.087273
592,2.11,1.514,0.436,1748.3,598.8,0.663,1.25808,0.00092,16.729755
593,5.96,1.872,0.214,1394.7,516.2,0.821,1.21663,0.00087,17.815952
594,6.81,1.268,0.409,452.9,426.7,0.922,1.51578,0.00103,14.455725
595,5.9,1.888,0.585,1225.4,478.0,0.869,1.51226,0.00088,13.113835
596,8.78,1.069,0.27,476.5,433.6,0.915,1.6071,0.00092,14.989766
597,5.31,1.249,0.32,1095.5,466.3,0.882,1.51309,0.00087,15.118501
598,8.06,1.385,0.344,1750.4,489.9,0.855,1.57907,0.00073,13.076642
599,8.84,1.249,0.354,1090.7,332.4,0.99,1.58093,0.00076,13.08274
600,7.64,1.895,0.47,516.1,306.7,1.001,1.59926,0.00079,11.324888
601,6.62,1.509,0.488,1432.1,370.7,0.967,1.50635,0.00086,12.182759
602,3.75,1.065,0.359,1055.2,381.9,0.959,1.3722,0.00094,16.232629
603,8.21,1.897,0.783,1361.6,438.2,0.911,1.35936,0.00096,12.777946
604,1.45,1.643,0.433,593.1,445.2,0.904,1.14139,0.00081,16.414099
605,4.74,1.974,0.581,1532.7,380.4,0.96,1.49651,0.00108,12.105414
606,2.46,1.04,0.364,446.7,489.9,0.855,1.26637,0.00088,18.8583
607,8.18,1.271,0.39,977.9,515.8,0.821,1.52071,0.00086,13.552722
608,3.99,1.78,0.553,390.8,444.7,0.905,1.47064,0.00082,13.400155
609,1.1,1.955,0.327,318.6,474.3,0.873,0.75271,0.00062,21.266242
610,5.92,1.452,0.535,932.2,428.5,0.92,1.41073,0.00086,13.794073
611,2.39,1.669,0.502,1287.9,356.3,0.976,1.32495,0.00081,13.928678
612,8.32,1.926,0.395,1525.6,432.9,0.916,1.58245,0.00079,13.272546
613,1.96,1.998,0.566,756.0,509.7,0.83,1.27718,0.00092,15.381092
614,8.6,1.227,0.311,847.4,449.3,0.9,1.59842,0.00079,13.228496
615,4.22,1.842,0.355,650.8,594.9,0.674,1.44775,0.00088,14.372337
616,3.73,1.758,0.737,756.1,456.8,0.892,1.23792,0.00093,16.328357
617,2.75,1.324,0.332,1234.2,497.5,0.846,1.34458,0.00081,16.665974
618,6.58,1.091,0.434,624.8,549.2,0.77,1.27347,0.00087,18.736946
619,7.88,1.589,0.509,661.5,467.1,0.881,1.53845,0.00095,12.911787
620,1.86,1.454,0.503,1563.5,329.3,0.992,1.22509,0.00091,15.219931
621,5.25,1.512,0.479,841.4,493.3,0.851,1.47786,0.00083,14.144902
622,6.91,1.802,0.314,1591.0,583.0,0.704,1.53446,0.00089,13.518656
623,5.07,1.589,0.462,1078.7,418.4,0.929,1.50588,0.00083,12.809761
624,3.18,1.232,0.456,431.5,460.8,0.888,1.30666,0.00094,16.897962
625,4.57,1.918,0.428,965.6,535.9,0.792,1.48635,0.00094,13.475515
626,4.66,1.561,0.434,390.8,323.3,0.994,1.51274,0.00083,13.055251
627,2.64,1.874,0.675,1423.1,336.3,0.988,1.32042,0.0009,14.194489
628,8.68,1.77,0.373,1102.7,389.6,0.953,1.59772,0.00084,12.330658
629,5.98,1.674,0.453,1550.4,350.4,0.98,1.54124,0.00092,11.814369
630,5.2,1.066,0.302,874.1,459.1,0.89,1.48984,0.00088,14.966044
631,1.39,1.645,0.485,328.1,580.7,0.709,1.16656,0.00095,16.717568
632,7.83,1.839,0.371,880.0,341.8,0.985,1.56375,0.00094,11.47234
633,8.41,1.176,0.356,1300.9,448.7,0.901,1.52938,0.00085,13.104385
634,2.48,1.773,0.562,1376.1,389.1,0.953,1.33267,0.00099,13.391099
635,4.56,1.124,0.345,1520.9,515.5,0.822,1.41665,0.00082,15.574781
636,6.97,1.224,0.274,571.2,506.7,0.834,1.5784,0.00092,13.710703
637,3.19,1.405,0.321,1693.2,544.8,0.778,1.3726,0.00093,16.094114
638,5.71,1.025,0.363,612.7,572.8,0.726,1.34656,0.00087,16.828386
639,8.07,1.335,0.456,768.9,318.7,0.996,1.51052,0.0009,13.392471
640,6.03,1.979,0.714,1759.3,552.5,0.765,1.40249,0.00101,12.734968
641,1.4,1.283,0.472,621.9,396.7,0.948,1.12647,0.00102,17.059049
642,4.64,1.015,0.399,1502.1,385.4,0.956,1.25265,0.00103,17.769592
643,1.4,1.596,0.216,540.2,452.9,0.896,0.69268,0.00065,23.908008
644,5.84,1.854,0.564,1123.0,332.7,0.99,1.53004,0.00086,11.927039
645,1.38,1.003,0.362,356.1,458.5,0.89,1.10702,0.00091,19.824479
646,7.58,1.269,0.392,1698.2,373.3,0.965,1.52041,0.0009,13.614964
647,5.11,1.796,0.449,772.7,589.7,0.688,1.51994,0.00091,13.161847
648,8.45,1.232,0.346,783.2,321.4,0.995,1.58794,0.00082,12.8865
649,7.12,1.841,0.757,1554.7,456.2,0.893,1.33165,0.00095,13.661198
650,6.91,1.029,0.312,769.7,420.7,0.927,1.51402,0.00087,14.768454
651,5.75,1.109,0.318,1234.7,411.1,0.936,1.50327,0.00095,13.88117
652,4.04,1.554,0.413,1478.8,501.8,0.84,1.45493,0.00079,13.389808
653,8.58,1.844,0.341,704.0,440.9,0.908,1.57456,0.00084,12.125026
654,3.73,1.226,0.443,1617.2,563.6,0.745,1.26791,0.00094,17.884817
655,5.01,1.374,0.337,1640.8,487.2,0.858,1.49763,0.0009,14.294109
656,1.5,1.884,0.748,637.9,496.0,0.847,1.11635,0.00091,15.662903
657,6.77,1.589,0.546,803.1,469.0,0.879,1.47782,0.0007,13.246688
658,1.83,1.713,0.362,702.3,510.9,0.828,1.14759,0.00082,17.421495
659,4.07,1.449,0.46,939.7,568.6,0.735,1.40466,0.00103,14.445215
660,5.59,1.659,0.545,1756.4,382.9,0.958,1.47525,0.00086,12.47178
661,2.37,1.813,0.729,1209.0,347.2,0.982,1.22185,0.00098,13.420457
662,2.85,1.951,0.228,1231.5,506.0,0.835,0.90272,0.00072,20.941079
663,6.34,1.832,0.312,1103.9,565.2,0.741,1.50248,0.00089,13.666853
664,3.38,1.091,0.378,878.7,512.6,0.826,1.31414,0.00092,16.755269
665,3.46,1.762,0.672,1721.9,345.1,0.983,1.32336,0.00096,13.464089
666,5.92,1.761,0.369,1476.4,478.6,0.868,1.52118,0.0008,12.572686
667,4.34,1.839,0.227,386.0,455.0,0.894,1.11828,0.00078,17.9066
668,1.01,1.282,0.414,1298.7,353.5,0.978,1.02278,0.00076,16.858561
669,8.16,1.589,0.569,1067.5,402.5,0.943,1.47673,0.00081,12.859342
670,7.4,1.647,0.433,762.7,461.9,0.887,1.58699,0.0009,12.617369
671,4.48,1.804,0.516,426.3,438.6,0.911,1.50674,0.00083,12.753581
